platform,genre,number_players,rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score,Media_usuario,Media_meta
1,3,14,6,20,4,0,24,5,10,81,73,67.53865979381443,71.60309278350516
5,2,35,3,26,4,1,34,10,4,81,69,66.5807150595883,71.39869989165764
1,5,35,6,9,2,0,39,6,5,81,87,67.22970297029703,71.65544554455445
1,2,35,1,22,4,0,18,8,0,81,78,66.5807150595883,71.39869989165764
1,38,14,3,22,3,0,201,101,54,81,67,70.26510067114094,73.19127516778524
4,28,0,3,30,6,0,40,2,1,81,85,69.51773049645391,71.83333333333333
1,35,35,6,7,1,0,8,3,1,81,74,67.04629629629629,73.27777777777777
1,29,14,3,18,5,0,196,50,23,81,83,66.78947368421052,72.84210526315789
1,45,35,6,23,5,0,67,11,9,81,81,67.4431554524362,71.97679814385151
1,45,35,2,42,10,1,32,20,8,80,77,67.4431554524362,71.97679814385151
5,2,35,2,16,3,0,8,4,1,80,77,66.5807150595883,71.39869989165764
1,44,35,1,6,2,0,17,3,2,80,69,59.140969162995596,72.21585903083701
4,3,35,5,64,16,0,119,28,7,80,74,67.53865979381443,71.60309278350516
1,3,35,3,18,2,1,127,124,141,80,63,67.53865979381443,71.60309278350516
0,2,0,1,18,7,0,15,3,3,80,68,66.5807150595883,71.39869989165764
1,2,35,6,8,1,0,13,2,9,80,72,66.5807150595883,71.39869989165764
1,2,15,6,24,4,0,177,27,12,80,85,66.5807150595883,71.39869989165764
1,2,35,3,9,0,0,4,4,2,80,74,66.5807150595883,71.39869989165764
5,2,35,2,5,3,0,2,0,1,80,62,66.5807150595883,71.39869989165764
1,28,35,3,17,7,0,16,2,1,80,85,69.51773049645391,71.83333333333333
4,2,35,5,41,7,0,18,3,1,80,78,66.5807150595883,71.39869989165764
1,14,35,1,12,3,0,11,4,8,80,71,65.53086419753086,70.22222222222223
1,2,14,6,9,1,0,4,2,0,80,78,66.5807150595883,71.39869989165764
1,28,0,2,8,1,0,7,4,0,80,77,69.51773049645391,71.83333333333333
1,28,35,6,6,1,0,17,2,0,80,77,69.51773049645391,71.83333333333333
1,2,35,6,27,7,1,23,5,3,79,77,66.5807150595883,71.39869989165764
4,44,35,1,38,7,0,16,5,0,79,72,59.140969162995596,72.21585903083701
4,2,32,5,17,8,0,13,5,0,79,75,66.5807150595883,71.39869989165764
4,14,26,2,18,3,0,47,12,6,79,76,65.53086419753086,70.22222222222223
4,14,35,2,50,13,0,24,7,1,79,82,65.53086419753086,70.22222222222223
1,3,14,3,18,8,0,131,97,110,79,71,67.53865979381443,71.60309278350516
4,3,35,5,9,5,0,8,2,0,79,78,67.53865979381443,71.60309278350516
0,2,0,2,13,5,0,5,0,0,79,77,66.5807150595883,71.39869989165764
5,28,35,5,17,5,0,8,5,1,79,75,69.51773049645391,71.83333333333333
1,2,35,5,6,2,0,10,10,7,79,63,66.5807150595883,71.39869989165764
1,2,35,6,19,5,0,189,64,56,79,78,66.5807150595883,71.39869989165764
1,38,35,5,11,4,0,13,2,2,79,77,70.26510067114094,73.19127516778524
1,14,35,2,11,3,0,44,48,139,78,44,65.53086419753086,70.22222222222223
0,38,0,1,13,5,0,5,2,1,78,72,70.26510067114094,73.19127516778524
1,38,14,5,29,9,1,38,23,27,78,66,70.26510067114094,73.19127516778524
1,2,35,5,9,4,0,18,6,1,78,78,66.5807150595883,71.39869989165764
0,3,0,3,34,12,0,31,6,3,78,79,67.53865979381443,71.60309278350516
4,14,35,1,31,8,0,17,10,0,78,68,65.53086419753086,70.22222222222223
0,2,35,2,46,14,0,31,5,2,78,78,66.5807150595883,71.39869989165764
0,2,35,1,14,3,0,1,0,0,78,66,66.5807150595883,71.39869989165764
1,5,14,5,24,7,0,13,3,0,78,83,67.22970297029703,71.65544554455445
1,45,35,5,8,3,0,7,2,2,78,76,67.4431554524362,71.97679814385151
1,45,35,6,9,4,0,46,17,18,78,73,67.4431554524362,71.97679814385151
5,14,16,2,16,6,0,31,1,0,78,80,65.53086419753086,70.22222222222223
4,45,0,5,21,7,0,22,1,0,78,76,67.4431554524362,71.97679814385151
0,2,14,1,46,24,0,89,57,24,78,73,66.5807150595883,71.39869989165764
1,2,35,3,5,2,0,34,50,26,78,74,66.5807150595883,71.39869989165764
5,28,3,2,42,19,0,85,39,1,77,79,69.51773049645391,71.83333333333333
4,28,0,5,8,2,0,0,2,1,77,55,69.51773049645391,71.83333333333333
1,2,35,6,15,5,1,29,6,5,77,77,66.5807150595883,71.39869989165764
1,2,14,6,13,4,0,73,12,4,77,81,66.5807150595883,71.39869989165764
0,2,35,1,5,4,0,3,3,1,77,73,66.5807150595883,71.39869989165764
1,28,35,1,45,14,1,23,17,6,77,73,69.51773049645391,71.83333333333333
1,45,15,5,27,8,1,81,56,34,77,73,67.4431554524362,71.97679814385151
4,44,9,1,26,9,0,10,1,0,77,79,59.140969162995596,72.21585903083701
1,38,35,6,11,7,0,10,3,0,77,73,70.26510067114094,73.19127516778524
1,2,0,3,15,5,0,63,20,5,77,76,66.5807150595883,71.39869989165764
5,21,2,3,49,20,1,178,31,14,77,77,69.22543352601156,73.82658959537572
4,45,0,2,9,3,0,4,5,0,77,77,67.4431554524362,71.97679814385151
1,38,13,3,28,13,0,201,55,78,77,69,70.26510067114094,73.19127516778524
1,45,35,5,7,4,0,10,5,15,77,69,67.4431554524362,71.97679814385151
4,2,35,2,18,8,0,3,1,0,76,79,66.5807150595883,71.39869989165764
1,5,35,6,23,12,0,20,5,4,76,77,67.22970297029703,71.65544554455445
0,21,35,1,10,4,0,2,0,0,76,76,69.22543352601156,73.82658959537572
1,5,35,6,12,9,0,31,4,10,76,77,67.22970297029703,71.65544554455445
4,44,35,1,10,5,0,15,1,0,76,78,59.140969162995596,72.21585903083701
1,2,35,3,9,7,0,217,53,17,76,82,66.5807150595883,71.39869989165764
4,44,35,1,34,21,0,17,4,0,76,81,59.140969162995596,72.21585903083701
1,38,14,6,4,3,0,25,1,0,76,84,70.26510067114094,73.19127516778524
0,2,35,2,30,15,0,12,0,0,76,80,66.5807150595883,71.39869989165764
5,28,35,2,5,3,0,3,0,0,76,63,69.51773049645391,71.83333333333333
0,38,35,5,22,8,2,6,1,1,76,79,70.26510067114094,73.19127516778524
1,3,35,3,9,3,0,28,23,22,76,64,67.53865979381443,71.60309278350516
1,2,35,6,5,2,0,23,14,23,76,37,66.5807150595883,71.39869989165764
1,5,14,6,29,5,3,115,52,82,75,65,67.22970297029703,71.65544554455445
1,5,35,6,20,10,0,8,14,3,75,74,67.22970297029703,71.65544554455445
5,42,3,1,6,3,0,5,1,1,75,68,61.5,79.5
1,5,35,6,11,8,0,5,2,0,75,78,67.22970297029703,71.65544554455445
1,35,35,1,7,7,0,22,9,1,75,77,67.04629629629629,73.27777777777777
0,38,14,5,19,13,1,18,8,2,75,78,70.26510067114094,73.19127516778524
0,3,14,1,45,23,1,44,46,64,75,57,67.53865979381443,71.60309278350516
0,38,14,2,35,18,1,43,17,7,75,85,70.26510067114094,73.19127516778524
4,44,35,1,15,7,0,0,1,0,75,74,59.140969162995596,72.21585903083701
1,2,35,6,14,6,0,69,23,37,75,75,66.5807150595883,71.39869989165764
4,14,32,2,4,3,0,20,3,0,75,78,65.53086419753086,70.22222222222223
4,2,32,5,8,7,0,27,14,4,75,75,66.5807150595883,71.39869989165764
1,2,35,5,3,4,0,1,2,3,75,53,66.5807150595883,71.39869989165764
0,28,35,1,7,5,0,0,0,0,75,76,69.51773049645391,71.83333333333333
1,5,35,6,18,6,0,13,3,3,75,77,67.22970297029703,71.65544554455445
1,2,35,3,5,4,0,5,4,4,75,58,66.5807150595883,71.39869989165764
0,28,0,1,10,4,0,5,0,0,75,76,69.51773049645391,71.83333333333333
1,38,35,3,5,2,0,7,8,5,75,68,70.26510067114094,73.19127516778524
1,28,35,6,8,5,0,13,2,2,75,77,69.51773049645391,71.83333333333333
4,28,35,2,10,4,0,12,3,3,74,73,69.51773049645391,71.83333333333333
0,45,26,1,14,7,0,11,2,2,74,78,67.4431554524362,71.97679814385151
1,5,14,6,20,13,0,31,16,6,74,82,67.22970297029703,71.65544554455445
1,43,35,5,11,4,1,3,4,1,74,63,63.71052631578947,68.73684210526316
1,45,14,6,8,6,0,3,3,2,74,71,67.4431554524362,71.97679814385151
1,28,0,6,2,5,0,4,4,0,74,69,69.51773049645391,71.83333333333333
1,2,14,6,13,11,0,13,3,0,74,78,66.5807150595883,71.39869989165764
1,2,35,1,6,2,0,2,1,0,74,73,66.5807150595883,71.39869989165764
1,38,15,3,32,22,1,420,40,58,74,83,70.26510067114094,73.19127516778524
1,21,35,6,6,3,0,5,2,0,74,75,69.22543352601156,73.82658959537572
0,2,0,5,15,6,1,5,0,0,74,73,66.5807150595883,71.39869989165764
1,2,35,3,7,4,0,83,84,240,74,44,66.5807150595883,71.39869989165764
0,2,35,2,5,7,0,2,1,0,74,77,66.5807150595883,71.39869989165764
1,2,35,6,4,3,0,2,0,0,74,76,66.5807150595883,71.39869989165764
1,2,35,6,4,4,0,13,9,4,74,75,66.5807150595883,71.39869989165764
1,5,14,3,9,9,0,14,6,6,73,79,67.22970297029703,71.65544554455445
4,2,35,2,12,16,0,4,2,0,73,69,66.5807150595883,71.39869989165764
1,38,35,6,6,1,0,5,4,2,73,78,70.26510067114094,73.19127516778524
1,3,35,5,8,7,0,17,33,18,73,66,67.53865979381443,71.60309278350516
1,38,35,6,4,4,0,1,4,0,73,75,70.26510067114094,73.19127516778524
5,35,2,2,24,18,0,13,7,1,73,75,67.04629629629629,73.27777777777777
1,5,35,5,7,7,0,1,4,0,73,68,67.22970297029703,71.65544554455445
1,2,35,3,4,4,0,18,6,4,73,69,66.5807150595883,71.39869989165764
0,44,35,1,4,5,0,2,0,0,73,76,59.140969162995596,72.21585903083701
1,43,35,5,8,4,0,4,0,0,73,75,63.71052631578947,68.73684210526316
1,2,35,5,3,4,0,66,19,19,73,77,66.5807150595883,71.39869989165764
1,45,35,2,7,9,0,15,8,13,73,67,67.4431554524362,71.97679814385151
1,45,35,2,16,9,1,5,3,3,73,67,67.4431554524362,71.97679814385151
0,35,0,2,6,7,0,3,3,1,73,77,67.04629629629629,73.27777777777777
1,2,35,6,15,13,0,37,23,57,73,58,66.5807150595883,71.39869989165764
0,2,35,1,4,3,0,0,1,0,72,65,66.5807150595883,71.39869989165764
1,14,35,5,3,6,0,9,6,4,72,62,65.53086419753086,70.22222222222223
1,5,14,6,12,8,0,4,2,2,72,75,67.22970297029703,71.65544554455445
1,5,35,6,9,9,1,11,3,5,72,68,67.22970297029703,71.65544554455445
1,21,14,6,5,6,0,19,3,2,72,76,69.22543352601156,73.82658959537572
1,5,35,6,12,6,2,8,2,6,72,68,67.22970297029703,71.65544554455445
1,14,35,2,6,4,1,15,7,18,72,57,65.53086419753086,70.22222222222223
1,21,35,6,14,15,0,45,2,1,72,88,69.22543352601156,73.82658959537572
1,2,35,6,4,4,0,1,0,0,72,77,66.5807150595883,71.39869989165764
4,3,0,3,24,21,2,9,2,0,72,72,67.53865979381443,71.60309278350516
4,28,35,1,11,18,0,5,4,2,72,72,69.51773049645391,71.83333333333333
1,2,35,3,5,7,0,13,12,2,72,64,66.5807150595883,71.39869989165764
0,2,35,2,2,6,0,5,6,4,71,63,66.5807150595883,71.39869989165764
4,2,35,1,5,5,0,1,3,3,71,52,66.5807150595883,71.39869989165764
1,3,35,5,14,10,1,12,8,3,71,77,67.53865979381443,71.60309278350516
1,2,35,6,6,5,0,3,3,0,71,77,66.5807150595883,71.39869989165764
1,2,35,3,8,4,1,25,30,50,71,51,66.5807150595883,71.39869989165764
4,2,35,5,27,33,0,35,17,13,71,71,66.5807150595883,71.39869989165764
5,2,35,1,9,12,1,8,1,1,71,74,66.5807150595883,71.39869989165764
4,28,35,5,22,27,1,14,8,1,71,73,69.51773049645391,71.83333333333333
1,45,35,2,13,22,0,56,10,7,71,79,67.4431554524362,71.97679814385151
0,2,35,2,10,22,0,5,1,0,71,74,66.5807150595883,71.39869989165764
0,2,35,2,13,13,4,2,1,0,70,73,66.5807150595883,71.39869989165764
4,3,31,3,28,43,0,46,24,12,70,72,67.53865979381443,71.60309278350516
4,45,35,2,14,25,0,4,0,0,70,78,67.4431554524362,71.97679814385151
0,43,35,1,7,9,0,2,0,0,70,74,63.71052631578947,68.73684210526316
1,2,35,6,8,16,0,51,9,60,70,65,66.5807150595883,71.39869989165764
0,44,26,1,18,39,1,20,10,5,69,69,59.140969162995596,72.21585903083701
1,45,14,6,5,3,1,8,1,5,69,67,67.4431554524362,71.97679814385151
5,2,0,3,18,23,0,16,4,0,69,75,66.5807150595883,71.39869989165764
1,21,14,3,17,33,1,80,29,42,69,57,69.22543352601156,73.82658959537572
1,38,14,4,4,10,0,24,16,7,69,67,70.26510067114094,73.19127516778524
5,42,3,1,13,13,2,5,2,4,69,63,61.5,79.5
0,2,26,5,17,34,2,6,5,1,69,73,66.5807150595883,71.39869989165764
4,2,35,2,14,26,1,8,1,0,69,75,66.5807150595883,71.39869989165764
1,5,14,6,2,5,0,7,1,1,69,74,67.22970297029703,71.65544554455445
1,2,35,3,6,10,0,33,34,32,69,59,66.5807150595883,71.39869989165764
0,21,0,5,11,15,1,6,1,0,69,78,69.22543352601156,73.82658959537572
1,3,14,6,4,5,1,7,10,12,69,60,67.53865979381443,71.60309278350516
1,45,35,6,2,5,0,8,3,6,68,66,67.4431554524362,71.97679814385151
1,44,35,1,4,7,1,5,3,4,68,47,59.140969162995596,72.21585903083701
4,2,35,2,4,5,0,1,0,0,68,58,66.5807150595883,71.39869989165764
1,21,14,6,13,18,4,11,3,1,68,73,69.22543352601156,73.82658959537572
1,2,35,3,5,5,1,47,21,14,68,77,66.5807150595883,71.39869989165764
1,44,35,6,2,8,1,2,0,0,68,73,59.140969162995596,72.21585903083701
1,28,14,6,7,8,2,36,24,10,68,75,69.51773049645391,71.83333333333333
1,2,15,6,2,13,0,28,13,8,67,76,66.5807150595883,71.39869989165764
0,28,35,2,5,18,0,13,4,2,67,72,69.51773049645391,71.83333333333333
4,2,2,5,9,26,0,12,2,2,67,75,66.5807150595883,71.39869989165764
0,38,26,5,14,22,2,13,8,3,67,74,70.26510067114094,73.19127516778524
4,45,35,5,6,18,1,5,2,1,67,59,67.4431554524362,71.97679814385151
1,5,0,6,5,8,1,0,0,2,67,62,67.22970297029703,71.65544554455445
1,43,35,5,7,9,1,5,6,1,67,53,63.71052631578947,68.73684210526316
1,3,35,3,5,4,1,16,22,34,66,60,67.53865979381443,71.60309278350516
5,2,35,2,2,12,0,1,1,0,66,78,66.5807150595883,71.39869989165764
1,28,14,6,2,6,1,0,0,0,66,70,69.51773049645391,71.83333333333333
4,38,35,5,7,10,4,20,3,5,66,78,70.26510067114094,73.19127516778524
1,38,0,3,3,7,0,23,27,10,66,69,70.26510067114094,73.19127516778524
0,44,35,1,5,22,1,4,3,3,66,63,59.140969162995596,72.21585903083701
1,38,35,5,9,28,2,11,8,9,66,66,70.26510067114094,73.19127516778524
1,2,35,3,2,19,0,56,61,21,66,67,66.5807150595883,71.39869989165764
4,28,2,1,7,23,1,5,0,0,66,76,69.51773049645391,71.83333333333333
4,14,35,1,5,20,2,3,6,0,66,65,65.53086419753086,70.22222222222223
1,2,35,5,3,11,2,85,8,14,65,76,66.5807150595883,71.39869989165764
1,5,35,6,13,17,3,3,4,4,65,69,67.22970297029703,71.65544554455445
0,2,0,2,9,9,3,5,0,0,65,75,66.5807150595883,71.39869989165764
1,2,35,5,2,10,1,4,3,0,65,66,66.5807150595883,71.39869989165764
1,2,35,5,3,9,2,39,10,13,65,66,66.5807150595883,71.39869989165764
1,28,35,1,3,9,0,12,6,8,65,75,69.51773049645391,71.83333333333333
1,28,14,6,0,9,0,12,4,7,65,63,69.51773049645391,71.83333333333333
1,45,15,4,4,11,0,4,1,7,64,58,67.4431554524362,71.97679814385151
1,2,35,3,6,13,2,9,7,13,64,56,66.5807150595883,71.39869989165764
1,43,35,1,6,14,1,6,10,28,64,36,63.71052631578947,68.73684210526316
0,2,35,5,8,31,3,2,9,3,64,60,66.5807150595883,71.39869989165764
1,2,35,3,5,25,3,16,13,6,64,66,66.5807150595883,71.39869989165764
4,3,35,2,3,15,1,2,4,1,64,69,67.53865979381443,71.60309278350516
5,2,1,5,2,16,0,4,0,0,64,74,66.5807150595883,71.39869989165764
1,2,35,6,1,6,0,81,15,26,64,78,66.5807150595883,71.39869989165764
1,44,35,1,1,4,2,1,0,1,64,29,59.140969162995596,72.21585903083701
5,2,3,1,5,21,1,2,0,0,64,68,66.5807150595883,71.39869989165764
1,2,35,5,1,5,1,7,6,6,64,73,66.5807150595883,71.39869989165764
0,2,0,1,10,28,2,5,5,2,63,59,66.5807150595883,71.39869989165764
1,2,14,2,3,8,0,5,1,2,63,77,66.5807150595883,71.39869989165764
1,2,35,5,1,7,1,6,0,3,63,69,66.5807150595883,71.39869989165764
0,28,2,1,2,13,2,1,1,0,63,73,69.51773049645391,71.83333333333333
1,43,0,6,2,4,1,6,6,1,63,66,63.71052631578947,68.73684210526316
1,45,35,5,1,7,0,4,0,5,63,43,67.4431554524362,71.97679814385151
4,14,35,1,10,35,6,6,9,1,62,64,65.53086419753086,70.22222222222223
0,2,35,1,1,5,1,2,3,0,62,46,66.5807150595883,71.39869989165764
4,3,35,2,2,6,1,5,5,3,62,67,67.53865979381443,71.60309278350516
4,2,35,2,6,12,3,1,0,0,62,68,66.5807150595883,71.39869989165764
1,2,35,6,1,9,0,7,4,2,62,75,66.5807150595883,71.39869989165764
1,14,35,5,5,5,1,6,9,10,62,56,65.53086419753086,70.22222222222223
1,19,35,1,1,7,0,7,1,3,62,55,55.0,62.0
1,45,35,3,4,27,4,32,17,30,62,55,67.4431554524362,71.97679814385151
0,44,2,1,1,9,1,3,0,2,61,77,59.140969162995596,72.21585903083701
1,2,35,6,1,6,0,1,1,2,61,50,66.5807150595883,71.39869989165764
4,2,35,1,5,7,1,1,0,1,61,40,66.5807150595883,71.39869989165764
1,45,14,6,0,10,1,6,8,5,60,66,67.4431554524362,71.97679814385151
5,2,3,2,3,15,3,2,0,1,60,54,66.5807150595883,71.39869989165764
4,2,35,3,10,43,10,61,39,14,60,69,66.5807150595883,71.39869989165764
1,5,35,3,2,18,3,10,10,16,60,56,67.22970297029703,71.65544554455445
1,2,35,6,2,7,3,18,16,14,59,54,66.5807150595883,71.39869989165764
0,28,35,1,1,3,4,0,1,2,59,48,69.51773049645391,71.83333333333333
0,2,35,2,1,7,1,0,1,1,59,46,66.5807150595883,71.39869989165764
1,3,35,6,1,20,2,5,17,11,59,61,67.53865979381443,71.60309278350516
1,14,15,5,2,9,2,9,4,1,58,75,65.53086419753086,70.22222222222223
4,3,26,3,5,41,11,9,11,11,58,51,67.53865979381443,71.60309278350516
1,45,9,5,1,11,5,2,1,8,58,46,67.4431554524362,71.97679814385151
1,38,14,3,2,16,5,45,25,13,58,65,70.26510067114094,73.19127516778524
1,2,35,6,2,13,1,3,5,2,57,69,66.5807150595883,71.39869989165764
5,2,1,1,0,11,3,2,2,3,57,56,66.5807150595883,71.39869989165764
4,2,35,2,1,21,5,0,1,0,57,60,66.5807150595883,71.39869989165764
4,44,35,1,1,7,1,13,6,27,57,42,59.140969162995596,72.21585903083701
4,38,35,2,3,12,6,0,1,0,57,58,70.26510067114094,73.19127516778524
4,45,35,3,2,33,8,1,1,1,57,66,67.4431554524362,71.97679814385151
1,45,35,6,2,8,2,1,0,3,57,64,67.4431554524362,71.97679814385151
1,2,35,6,0,7,0,0,1,3,57,57,66.5807150595883,71.39869989165764
4,2,35,2,2,48,12,2,6,5,57,55,66.5807150595883,71.39869989165764
1,5,35,6,1,6,2,1,1,0,56,68,67.22970297029703,71.65544554455445
5,2,35,2,1,11,4,0,2,0,56,52,66.5807150595883,71.39869989165764
4,28,35,1,0,7,0,2,1,0,56,53,69.51773049645391,71.83333333333333
0,21,35,5,0,8,2,1,6,2,55,53,69.22543352601156,73.82658959537572
0,28,35,1,2,4,3,1,0,0,55,67,69.51773049645391,71.83333333333333
1,5,35,6,3,9,4,2,5,6,55,51,67.22970297029703,71.65544554455445
4,3,35,3,0,27,7,8,5,1,55,66,67.53865979381443,71.60309278350516
1,45,35,5,2,11,7,29,4,15,55,67,67.4431554524362,71.97679814385151
1,2,35,3,1,23,6,69,42,66,55,54,66.5807150595883,71.39869989165764
1,38,2,5,2,7,3,2,2,3,55,60,70.26510067114094,73.19127516778524
1,45,35,5,3,9,5,5,6,7,54,56,67.4431554524362,71.97679814385151
1,45,35,6,0,6,2,2,2,2,54,67,67.4431554524362,71.97679814385151
4,2,35,5,2,28,9,0,2,2,54,38,66.5807150595883,71.39869989165764
0,2,35,1,0,11,2,0,2,3,54,58,66.5807150595883,71.39869989165764
4,3,35,2,1,4,3,2,0,4,54,56,67.53865979381443,71.60309278350516
0,3,35,5,4,23,8,1,3,4,54,60,67.53865979381443,71.60309278350516
1,3,35,5,0,10,2,11,3,8,54,68,67.53865979381443,71.60309278350516
1,28,35,6,2,5,3,2,2,0,53,75,69.51773049645391,71.83333333333333
1,45,35,6,0,5,3,13,2,5,53,65,67.4431554524362,71.97679814385151
1,38,35,6,2,25,9,53,15,10,52,71,70.26510067114094,73.19127516778524
1,2,35,6,0,7,2,12,4,11,52,60,66.5807150595883,71.39869989165764
5,28,35,2,0,18,8,2,8,0,52,53,69.51773049645391,71.83333333333333
0,2,0,1,1,4,3,3,3,2,51,64,66.5807150595883,71.39869989165764
4,14,35,2,0,10,3,2,4,0,51,68,65.53086419753086,70.22222222222223
1,45,35,6,1,17,9,1,4,5,51,52,67.4431554524362,71.97679814385151
5,43,0,1,0,8,2,2,0,1,50,52,63.71052631578947,68.73684210526316
1,45,12,6,0,12,4,3,0,4,50,64,67.4431554524362,71.97679814385151
5,2,35,5,0,6,4,0,2,4,50,50,66.5807150595883,71.39869989165764
0,38,35,2,2,6,5,0,2,3,50,45,70.26510067114094,73.19127516778524
4,38,35,5,0,24,10,11,6,4,49,65,70.26510067114094,73.19127516778524
0,2,35,6,0,5,2,1,0,0,49,73,66.5807150595883,71.39869989165764
4,14,35,2,0,23,10,2,4,3,49,50,65.53086419753086,70.22222222222223
1,2,35,6,0,5,4,3,1,0,49,62,66.5807150595883,71.39869989165764
1,2,35,6,0,7,6,56,22,97,49,52,66.5807150595883,71.39869989165764
1,45,0,6,1,6,3,0,1,1,49,57,67.4431554524362,71.97679814385151
1,2,4,3,0,4,4,11,16,17,48,40,66.5807150595883,71.39869989165764
0,2,35,6,0,11,9,2,0,1,46,70,66.5807150595883,71.39869989165764
5,2,2,2,0,17,20,5,9,3,45,57,66.5807150595883,71.39869989165764
4,35,35,1,0,3,6,0,3,3,44,32,67.04629629629629,73.27777777777777
0,2,0,2,0,2,5,2,0,0,44,49,66.5807150595883,71.39869989165764
1,2,14,6,0,4,3,34,11,14,44,72,66.5807150595883,71.39869989165764
4,14,35,2,0,19,20,5,0,14,44,37,65.53086419753086,70.22222222222223
5,38,13,2,0,3,5,1,1,0,43,60,70.26510067114094,73.19127516778524
0,28,35,1,0,2,5,1,0,0,42,53,69.51773049645391,71.83333333333333
1,2,35,6,0,2,5,2,2,2,41,48,66.5807150595883,71.39869989165764
1,2,35,6,2,5,13,4,1,8,39,41,66.5807150595883,71.39869989165764
0,45,0,1,0,3,11,1,0,4,39,26,67.4431554524362,71.97679814385151
1,3,14,5,0,2,5,4,7,10,39,47,67.53865979381443,71.60309278350516
1,2,15,5,0,1,7,101,24,62,36,57,66.5807150595883,71.39869989165764
1,43,35,2,0,3,8,3,3,57,36,15,63.71052631578947,68.73684210526316
4,41,35,3,0,7,51,104,56,77,33,49,67.64285714285714,70.10714285714286
5,44,3,1,0,0,13,1,1,3,31,29,59.140969162995596,72.21585903083701
1,5,0,5,0,2,10,1,0,1,29,28,67.22970297029703,71.65544554455445
1,45,35,6,0,2,6,4,0,6,27,24,67.4431554524362,71.97679814385151
5,28,2,1,0,2,6,0,1,4,24,34,69.51773049645391,71.83333333333333
1,26,35,3,0,0,13,215,82,1304,20,17,59.0,64.8
5,28,35,1,0,0,8,3,0,22,11,12,69.51773049645391,71.83333333333333
1,2,14,3,68,0,0,1105,297,147,94,86,66.5807150595883,71.39869989165764
5,34,14,1,81,2,0,354,35,16,93,89,72.125,76.20833333333333
0,45,14,5,72,0,0,248,15,12,92,91,67.4431554524362,71.97679814385151
5,2,14,2,34,1,0,77,4,0,92,88,66.5807150595883,71.39869989165764
1,2,0,1,11,0,0,104,36,31,91,67,66.5807150595883,71.39869989165764
0,4,14,1,79,2,0,220,19,9,91,90,74.72,82.12
2,21,0,1,11,0,0,48,16,26,91,72,69.22543352601156,73.82658959537572
1,2,14,6,9,0,0,51,7,23,90,72,66.5807150595883,71.39869989165764
5,3,14,2,70,0,0,176,5,5,90,89,67.53865979381443,71.60309278350516
1,3,14,5,9,0,0,205,30,17,90,85,67.53865979381443,71.60309278350516
1,21,16,6,32,1,0,1784,118,1674,90,65,69.22543352601156,73.82658959537572
5,2,35,2,7,0,0,6,2,1,89,60,66.5807150595883,71.39869989165764
1,2,14,5,7,0,0,27,5,8,89,79,66.5807150595883,71.39869989165764
4,2,35,5,14,0,0,10,3,2,88,80,66.5807150595883,71.39869989165764
5,3,0,3,30,0,0,12,2,2,88,85,67.53865979381443,71.60309278350516
1,45,35,6,7,0,0,10,1,3,88,87,67.4431554524362,71.97679814385151
6,42,21,1,22,0,0,26,7,28,88,58,61.5,79.5
0,38,26,1,65,4,0,120,34,6,88,87,70.26510067114094,73.19127516778524
1,2,14,6,46,1,0,287,66,90,88,80,66.5807150595883,71.39869989165764
1,2,14,6,21,1,0,25,12,4,88,73,66.5807150595883,71.39869989165764
0,43,26,1,64,6,0,142,8,5,88,88,63.71052631578947,68.73684210526316
0,38,26,1,67,4,0,157,33,10,87,86,70.26510067114094,73.19127516778524
4,2,35,2,22,0,0,35,3,1,87,83,66.5807150595883,71.39869989165764
1,2,14,6,35,1,0,85,15,0,87,86,66.5807150595883,71.39869989165764
4,2,6,2,8,0,0,13,5,4,87,84,66.5807150595883,71.39869989165764
4,21,35,1,76,6,0,69,4,0,87,89,69.22543352601156,73.82658959537572
2,44,21,1,26,0,0,43,22,39,87,63,59.140969162995596,72.21585903083701
1,45,15,5,31,3,0,171,22,29,87,87,67.4431554524362,71.97679814385151
5,45,1,2,77,2,0,145,11,2,87,87,67.4431554524362,71.97679814385151
4,2,35,1,18,0,0,11,1,0,87,79,66.5807150595883,71.39869989165764
1,39,14,6,49,7,0,306,169,337,86,54,68.84482758620689,73.03448275862068
1,2,35,1,7,0,0,12,3,5,86,75,66.5807150595883,71.39869989165764
1,44,0,6,7,1,0,25,2,2,86,82,59.140969162995596,72.21585903083701
6,42,16,1,15,0,0,13,8,25,86,57,61.5,79.5
1,3,35,3,42,3,0,195,82,64,86,74,67.53865979381443,71.60309278350516
5,14,35,2,36,0,0,23,5,8,86,76,65.53086419753086,70.22222222222223
1,45,35,5,66,1,1,168,57,50,86,80,67.4431554524362,71.97679814385151
1,3,35,3,17,1,0,547,123,63,86,85,67.53865979381443,71.60309278350516
1,39,35,3,52,2,0,77,21,12,86,80,68.84482758620689,73.03448275862068
