platform,genre,number_players,rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score,Media_usuario,Media_meta
0,38,6,2,2,18,5,2,3,8,57,50,70.26510067114094,73.19127516778524
2,3,35,3,5,25,10,17,2,3,57,68,67.53865979381443,71.60309278350516
1,21,35,6,5,23,11,2,10,8,57,50,69.22543352601156,73.82658959537572
1,21,35,6,0,6,2,0,0,1,57,51,69.22543352601156,73.82658959537572
6,3,35,2,1,8,1,1,3,0,57,69,67.53865979381443,71.60309278350516
0,3,35,3,3,8,2,3,1,1,57,58,67.53865979381443,71.60309278350516
1,16,35,5,2,13,4,19,3,14,57,59,73.25925925925925,76.14814814814815
4,2,35,1,2,3,4,1,0,0,56,60,66.5807150595883,71.39869989165764
5,2,35,1,0,10,1,1,0,0,56,66,66.5807150595883,71.39869989165764
0,35,14,1,2,10,4,19,18,15,56,61,67.04629629629629,73.27777777777777
2,2,35,3,1,6,1,1,1,1,56,56,66.5807150595883,71.39869989165764
2,16,35,5,5,15,5,4,2,5,56,54,73.25925925925925,76.14814814814815
1,5,35,6,3,3,2,0,2,0,56,46,67.22970297029703,71.65544554455445
2,3,35,2,7,16,9,3,6,1,56,47,67.53865979381443,71.60309278350516
5,3,35,2,0,5,2,2,1,0,55,65,67.53865979381443,71.60309278350516
1,2,14,6,1,5,2,4,2,0,55,74,66.5807150595883,71.39869989165764
4,38,35,3,4,17,10,7,2,0,55,68,70.26510067114094,73.19127516778524
1,3,14,6,2,15,6,0,1,0,55,58,67.53865979381443,71.60309278350516
1,45,14,6,0,12,3,3,0,8,55,26,67.4431554524362,71.97679814385151
6,36,35,1,1,5,3,1,2,3,54,50,64.61184210526316,70.39473684210526
2,2,35,5,2,8,3,3,4,3,54,62,66.5807150595883,71.39869989165764
2,43,35,1,3,14,4,1,1,1,54,55,63.71052631578947,68.73684210526316
1,16,35,6,1,10,3,8,1,1,54,77,73.25925925925925,76.14814814814815
1,21,35,6,0,9,2,3,0,0,54,77,69.22543352601156,73.82658959537572
1,14,35,6,3,12,6,21,5,8,54,43,65.53086419753086,70.22222222222223
5,2,35,2,0,6,1,1,0,0,54,69,66.5807150595883,71.39869989165764
1,5,35,6,1,4,2,0,1,0,53,70,67.22970297029703,71.65544554455445
6,43,35,5,2,7,6,6,8,5,53,62,63.71052631578947,68.73684210526316
2,2,35,3,1,12,5,1,1,1,53,49,66.5807150595883,71.39869989165764
2,3,35,2,0,6,1,0,2,0,53,41,67.53865979381443,71.60309278350516
6,14,35,1,0,7,2,2,0,0,52,65,65.53086419753086,70.22222222222223
2,3,35,1,1,5,1,0,1,1,52,46,67.53865979381443,71.60309278350516
6,2,35,5,1,5,3,3,1,0,52,53,66.5807150595883,71.39869989165764
6,2,35,3,2,1,4,2,0,4,51,43,66.5807150595883,71.39869989165764
2,38,35,3,2,8,6,2,0,6,51,49,70.26510067114094,73.19127516778524
2,28,35,2,0,8,4,2,2,3,51,47,69.51773049645391,71.83333333333333
2,2,35,2,2,7,5,18,0,4,49,71,66.5807150595883,71.39869989165764
6,2,35,3,1,9,9,3,1,2,49,64,66.5807150595883,71.39869989165764
1,5,14,6,0,5,4,0,0,0,49,13,67.22970297029703,71.65544554455445
5,2,35,1,0,5,3,2,0,0,49,59,66.5807150595883,71.39869989165764
1,5,14,6,0,6,4,1,2,6,48,33,67.22970297029703,71.65544554455445
0,39,35,5,1,13,7,14,3,9,48,56,68.84482758620689,73.03448275862068
4,2,35,1,0,6,6,3,0,0,48,65,66.5807150595883,71.39869989165764
1,2,35,6,0,5,3,1,1,3,47,41,66.5807150595883,71.39869989165764
1,16,14,6,1,5,6,3,5,3,47,50,73.25925925925925,76.14814814814815
1,45,35,6,0,11,9,4,6,37,47,17,67.4431554524362,71.97679814385151
1,5,14,6,0,5,5,1,0,0,47,38,67.22970297029703,71.65544554455445
2,3,18,5,0,7,3,0,3,1,46,61,67.53865979381443,71.60309278350516
0,2,26,3,0,11,11,4,1,0,46,45,66.5807150595883,71.39869989165764
5,28,35,1,2,10,8,17,9,29,46,43,69.51773049645391,71.83333333333333
1,2,35,6,1,8,8,2,1,0,45,61,66.5807150595883,71.39869989165764
2,2,35,5,0,4,6,1,0,0,45,56,66.5807150595883,71.39869989165764
2,2,35,5,0,8,7,1,0,0,45,55,66.5807150595883,71.39869989165764
0,2,35,2,0,2,5,0,0,0,45,56,66.5807150595883,71.39869989165764
5,2,35,2,1,14,16,5,1,2,45,64,66.5807150595883,71.39869989165764
2,2,35,1,0,6,4,0,0,3,44,50,66.5807150595883,71.39869989165764
2,3,35,5,0,3,4,0,0,0,44,71,67.53865979381443,71.60309278350516
5,3,18,3,3,21,30,48,7,4,43,66,67.53865979381443,71.60309278350516
1,29,14,0,0,21,27,42,28,77,43,46,66.78947368421052,72.84210526315789
6,2,35,5,0,9,13,0,3,1,43,42,66.5807150595883,71.39869989165764
1,5,14,6,0,3,4,3,0,0,43,44,67.22970297029703,71.65544554455445
2,36,17,1,0,2,6,0,2,2,42,38,64.61184210526316,70.39473684210526
0,38,35,2,0,3,5,0,0,0,40,61,70.26510067114094,73.19127516778524
6,44,35,5,0,7,11,8,9,20,39,21,59.140969162995596,72.21585903083701
6,2,35,5,0,4,5,0,0,1,38,50,66.5807150595883,71.39869989165764
2,2,23,5,1,12,43,25,8,36,38,31,66.5807150595883,71.39869989165764
1,2,35,3,0,2,7,2,1,1,32,50,66.5807150595883,71.39869989165764
6,2,35,1,0,0,7,1,0,2,32,47,66.5807150595883,71.39869989165764
2,44,20,5,0,5,38,12,12,90,32,14,59.140969162995596,72.21585903083701
1,22,35,4,0,0,16,2,5,17,27,33,63.666666666666664,67.38888888888889
2,2,35,3,0,0,15,0,0,4,21,27,66.5807150595883,71.39869989165764
1,23,35,6,0,0,12,1,1,19,19,12,70.64,71.84
2,21,16,5,111,1,1,1533,148,68,93,84,69.22543352601156,73.82658959537572
6,2,35,3,87,0,0,70,7,4,93,83,66.5807150595883,71.39869989165764
1,44,35,6,8,0,0,20,5,5,92,34,59.140969162995596,72.21585903083701
1,38,35,3,50,0,0,162,7,4,92,92,70.26510067114094,73.19127516778524
1,21,17,5,62,2,0,519,218,400,91,67,69.22543352601156,73.82658959537572
6,2,17,5,18,0,0,91,24,34,91,59,66.5807150595883,71.39869989165764
6,36,17,1,89,1,1,142,13,12,91,80,64.61184210526316,70.39473684210526
2,38,35,3,26,1,0,79,3,1,91,89,70.26510067114094,73.19127516778524
2,2,35,3,17,1,0,83,13,4,91,83,66.5807150595883,71.39869989165764
2,2,17,5,31,0,0,206,80,91,90,64,66.5807150595883,71.39869989165764
1,35,14,6,9,0,0,7,0,3,90,55,67.04629629629629,73.27777777777777
6,44,35,1,16,1,0,14,9,14,90,60,59.140969162995596,72.21585903083701
1,5,35,6,8,0,0,2,0,2,90,63,67.22970297029703,71.65544554455445
1,38,29,3,54,2,0,162,42,57,89,84,70.26510067114094,73.19127516778524
2,2,35,2,47,0,0,13,5,2,89,77,66.5807150595883,71.39869989165764
5,3,35,2,7,1,0,4,0,1,89,86,67.53865979381443,71.60309278350516
2,2,18,3,60,1,0,217,16,15,89,84,66.5807150595883,71.39869989165764
2,38,29,3,68,1,0,284,32,37,89,88,70.26510067114094,73.19127516778524
6,38,14,2,10,0,0,13,1,1,89,77,70.26510067114094,73.19127516778524
2,2,31,3,34,0,0,205,48,39,89,79,66.5807150595883,71.39869989165764
1,21,14,2,29,1,0,104,14,4,89,87,69.22543352601156,73.82658959537572
1,2,14,1,8,0,0,33,1,5,88,87,66.5807150595883,71.39869989165764
6,2,35,1,22,2,0,25,3,4,88,77,66.5807150595883,71.39869989165764
6,3,35,3,25,0,0,25,10,6,88,72,67.53865979381443,71.60309278350516
2,3,6,3,54,1,0,93,28,12,88,81,67.53865979381443,71.60309278350516
2,44,16,1,47,0,0,34,15,21,88,64,59.140969162995596,72.21585903083701
1,45,6,5,97,6,1,191,79,112,88,72,67.4431554524362,71.97679814385151
2,3,14,3,59,3,0,95,25,15,88,79,67.53865979381443,71.60309278350516
0,45,6,5,36,0,0,20,6,7,88,82,67.4431554524362,71.97679814385151
0,45,35,5,20,1,0,16,6,5,88,76,67.4431554524362,71.97679814385151
1,45,15,2,79,4,1,91,61,94,88,70,67.4431554524362,71.97679814385151
1,21,35,3,52,2,0,164,86,156,88,71,69.22543352601156,73.82658959537572
1,38,35,5,61,1,0,73,28,48,88,73,70.26510067114094,73.19127516778524
2,5,35,2,9,0,0,8,1,1,88,67,67.22970297029703,71.65544554455445
1,16,14,2,44,3,0,23,14,7,88,77,73.25925925925925,76.14814814814815
2,45,6,5,27,2,0,44,14,20,87,73,67.4431554524362,71.97679814385151
2,28,35,1,71,9,2,67,27,26,87,72,69.51773049645391,71.83333333333333
6,39,17,3,24,1,0,121,10,7,87,84,68.84482758620689,73.03448275862068
6,2,31,3,37,2,0,93,19,21,87,76,66.5807150595883,71.39869989165764
6,38,29,3,14,0,0,56,5,10,87,86,70.26510067114094,73.19127516778524
0,38,26,1,85,2,0,123,23,35,87,84,70.26510067114094,73.19127516778524
0,38,26,1,82,2,0,71,17,16,87,87,70.26510067114094,73.19127516778524
1,28,14,1,17,3,0,56,15,27,87,69,69.51773049645391,71.83333333333333
0,16,14,5,39,1,0,57,14,13,87,82,73.25925925925925,76.14814814814815
6,44,35,1,22,0,0,42,4,5,87,82,59.140969162995596,72.21585903083701
5,45,35,2,6,1,0,3,0,0,87,79,67.4431554524362,71.97679814385151
6,44,35,1,12,0,0,4,4,1,87,58,59.140969162995596,72.21585903083701
6,2,18,3,29,3,0,82,8,9,87,83,66.5807150595883,71.39869989165764
2,38,14,5,48,1,0,16,6,1,87,81,70.26510067114094,73.19127516778524
6,36,35,6,16,0,0,4,2,0,87,77,64.61184210526316,70.39473684210526
1,2,14,3,20,2,0,78,24,6,87,86,66.5807150595883,71.39869989165764
6,45,6,5,16,1,0,12,1,2,87,74,67.4431554524362,71.97679814385151
1,28,15,6,7,0,0,28,7,20,87,63,69.51773049645391,71.83333333333333
1,36,35,1,12,0,0,50,10,31,86,69,64.61184210526316,70.39473684210526
6,5,35,1,10,1,0,6,5,4,86,66,67.22970297029703,71.65544554455445
6,36,35,1,17,0,0,12,1,4,86,81,64.61184210526316,70.39473684210526
6,2,35,6,14,0,0,13,4,0,86,65,66.5807150595883,71.39869989165764
2,38,14,2,11,0,0,28,1,3,86,76,70.26510067114094,73.19127516778524
1,3,14,3,44,1,0,125,44,20,86,79,67.53865979381443,71.60309278350516
1,45,35,5,72,5,0,94,31,29,86,74,67.4431554524362,71.97679814385151
0,35,35,1,16,1,0,8,0,1,86,76,67.04629629629629,73.27777777777777
1,2,35,3,20,2,0,37,9,20,86,67,66.5807150595883,71.39869989165764
2,2,31,5,29,1,0,15,1,2,86,81,66.5807150595883,71.39869989165764
1,3,14,3,35,5,0,57,24,40,86,68,67.53865979381443,71.60309278350516
1,36,35,1,12,0,0,3,1,0,86,77,64.61184210526316,70.39473684210526
1,35,14,6,28,1,0,26,11,2,86,74,67.04629629629629,73.27777777777777
1,2,35,3,25,5,0,158,28,26,86,82,66.5807150595883,71.39869989165764
6,3,35,6,7,0,0,8,1,0,86,81,67.53865979381443,71.60309278350516
1,5,14,6,35,2,0,19,1,2,86,79,67.22970297029703,71.65544554455445
0,45,6,5,30,5,0,45,3,7,86,84,67.4431554524362,71.97679814385151
5,3,14,5,70,4,0,67,9,2,86,85,67.53865979381443,71.60309278350516
0,38,26,5,69,3,0,36,7,4,85,80,70.26510067114094,73.19127516778524
2,36,32,1,45,1,0,53,9,9,85,79,64.61184210526316,70.39473684210526
2,38,35,5,8,0,0,3,2,0,85,67,70.26510067114094,73.19127516778524
1,45,35,6,7,1,0,5,0,9,85,54,67.4431554524362,71.97679814385151
6,5,35,3,8,1,0,4,3,8,85,44,67.22970297029703,71.65544554455445
1,2,35,5,7,1,0,0,0,0,85,76,66.5807150595883,71.39869989165764
2,39,17,3,57,4,0,348,48,20,85,83,68.84482758620689,73.03448275862068
1,45,14,6,39,1,0,39,3,2,85,85,67.4431554524362,71.97679814385151
1,2,14,5,14,2,0,9,2,0,85,72,66.5807150595883,71.39869989165764
2,44,21,1,58,4,0,83,12,14,85,73,59.140969162995596,72.21585903083701
6,36,35,1,14,0,0,7,1,0,85,78,64.61184210526316,70.39473684210526
1,2,14,6,8,1,0,5,2,0,85,77,66.5807150595883,71.39869989165764
2,21,35,2,17,3,0,4,1,1,85,65,69.22543352601156,73.82658959537572
2,2,16,3,12,0,0,25,5,3,85,77,66.5807150595883,71.39869989165764
2,2,14,2,98,3,0,260,29,5,85,86,66.5807150595883,71.39869989165764
2,44,35,1,35,2,0,25,3,13,85,72,59.140969162995596,72.21585903083701
1,5,14,6,8,0,0,3,0,1,85,73,67.22970297029703,71.65544554455445
1,35,14,6,7,2,0,2,1,0,85,48,67.04629629629629,73.27777777777777
2,44,21,1,39,3,0,55,28,96,85,48,59.140969162995596,72.21585903083701
1,39,35,3,41,3,0,407,45,32,85,84,68.84482758620689,73.03448275862068
2,5,35,3,9,2,0,33,27,59,85,45,67.22970297029703,71.65544554455445
2,45,14,5,54,4,0,20,2,4,84,82,67.4431554524362,71.97679814385151
1,45,14,1,56,1,0,71,8,17,84,77,67.4431554524362,71.97679814385151
6,44,35,1,48,3,0,18,20,28,84,51,59.140969162995596,72.21585903083701
6,2,35,3,16,1,0,10,0,0,84,87,66.5807150595883,71.39869989165764
2,2,25,5,22,0,0,13,1,1,84,77,66.5807150595883,71.39869989165764
2,2,14,3,51,5,0,65,6,5,84,81,66.5807150595883,71.39869989165764
4,5,35,3,8,2,0,4,0,0,84,85,67.22970297029703,71.65544554455445
6,39,16,3,90,9,0,209,42,28,84,69,68.84482758620689,73.03448275862068
1,38,14,6,52,3,0,71,19,24,84,78,70.26510067114094,73.19127516778524
2,5,35,5,18,0,0,13,5,0,84,73,67.22970297029703,71.65544554455445
2,3,14,3,53,6,0,77,39,23,84,76,67.53865979381443,71.60309278350516
2,2,35,2,36,4,0,20,0,1,84,72,66.5807150595883,71.39869989165764
6,45,35,5,8,0,0,2,0,2,84,81,67.4431554524362,71.97679814385151
1,38,35,6,43,4,0,43,8,3,84,83,70.26510067114094,73.19127516778524
1,2,14,6,25,1,0,22,6,6,84,77,66.5807150595883,71.39869989165764
1,3,35,6,6,1,0,10,0,3,84,59,67.53865979381443,71.60309278350516
2,2,35,6,10,0,0,1,0,0,84,59,66.5807150595883,71.39869989165764
1,38,14,6,7,0,0,10,0,1,84,89,70.26510067114094,73.19127516778524
6,28,35,1,21,3,0,7,0,1,84,68,69.51773049645391,71.83333333333333
1,2,14,6,11,1,0,3,2,0,84,75,66.5807150595883,71.39869989165764
2,45,35,2,15,0,0,0,2,0,84,55,67.4431554524362,71.97679814385151
1,44,35,1,11,1,0,7,6,49,84,41,59.140969162995596,72.21585903083701
2,3,35,6,33,4,0,4,2,3,84,69,67.53865979381443,71.60309278350516
2,2,14,3,38,1,0,48,2,4,84,84,66.5807150595883,71.39869989165764
2,29,14,3,38,2,0,20,5,1,84,79,66.78947368421052,72.84210526315789
1,2,15,6,11,0,0,7,2,2,84,76,66.5807150595883,71.39869989165764
0,38,14,3,38,3,0,12,2,1,84,45,70.26510067114094,73.19127516778524
6,4,26,5,11,2,0,38,22,25,83,77,74.72,82.12
1,4,35,6,29,0,0,101,24,9,83,85,74.72,82.12
1,28,14,5,7,1,0,12,2,2,83,90,69.51773049645391,71.83333333333333
2,38,14,5,13,3,0,13,4,5,83,76,70.26510067114094,73.19127516778524
1,3,14,3,48,8,0,94,58,74,83,66,67.53865979381443,71.60309278350516
1,2,14,6,18,2,0,10,3,1,83,71,66.5807150595883,71.39869989165764
2,7,19,3,24,3,0,33,16,14,83,69,37.5,63.833333333333336
0,28,35,2,13,3,0,3,0,0,83,79,69.51773049645391,71.83333333333333
2,3,14,2,72,4,0,29,4,4,83,81,67.53865979381443,71.60309278350516
6,44,6,1,27,3,0,9,5,12,83,54,59.140969162995596,72.21585903083701
1,29,14,3,18,2,0,18,6,6,83,73,66.78947368421052,72.84210526315789
6,3,14,3,15,3,0,19,5,7,83,73,67.53865979381443,71.60309278350516
5,2,35,1,6,1,0,1,0,1,83,69,66.5807150595883,71.39869989165764
4,5,14,3,26,5,0,8,6,3,83,83,67.22970297029703,71.65544554455445
6,29,35,5,14,4,0,15,2,0,83,80,66.78947368421052,72.84210526315789
2,45,35,2,8,1,0,5,1,0,83,74,67.4431554524362,71.97679814385151
1,3,14,1,16,3,0,24,14,6,83,69,67.53865979381443,71.60309278350516
1,22,35,6,33,4,0,44,13,32,83,72,63.666666666666664,67.38888888888889
0,2,35,1,32,5,0,10,3,1,83,83,66.5807150595883,71.39869989165764
1,45,14,6,9,1,0,2,1,0,83,71,67.4431554524362,71.97679814385151
5,3,35,5,6,2,0,1,0,1,83,81,67.53865979381443,71.60309278350516
6,44,35,5,10,2,0,1,0,1,83,58,59.140969162995596,72.21585903083701
6,5,35,3,8,0,0,2,0,0,83,66,67.22970297029703,71.65544554455445
2,3,26,3,89,6,0,149,46,15,82,77,67.53865979381443,71.60309278350516
1,38,14,6,51,9,0,16,3,3,82,83,70.26510067114094,73.19127516778524
1,29,14,5,77,16,0,47,32,9,82,75,66.78947368421052,72.84210526315789
2,44,6,1,33,2,0,16,7,32,82,44,59.140969162995596,72.21585903083701
2,36,21,1,47,2,0,22,0,1,82,79,64.61184210526316,70.39473684210526
1,5,14,6,9,1,0,12,4,1,82,85,67.22970297029703,71.65544554455445
2,5,35,2,15,2,0,13,2,1,82,76,67.22970297029703,71.65544554455445
6,2,35,5,8,1,1,0,0,0,82,45,66.5807150595883,71.39869989165764
2,21,35,5,13,1,0,3,6,2,82,69,69.22543352601156,73.82658959537572
6,38,14,3,23,1,0,25,8,4,82,74,70.26510067114094,73.19127516778524
1,44,35,6,7,1,0,1,0,0,82,73,59.140969162995596,72.21585903083701
2,3,14,3,17,3,0,38,6,7,82,82,67.53865979381443,71.60309278350516
4,45,35,3,5,1,1,11,1,1,82,81,67.4431554524362,71.97679814385151
2,2,35,2,7,1,0,4,3,2,82,70,66.5807150595883,71.39869989165764
2,16,14,5,82,27,1,270,69,68,82,80,73.25925925925925,76.14814814814815
1,16,15,6,12,2,0,9,1,3,82,77,73.25925925925925,76.14814814814815
6,2,35,6,8,2,0,0,0,0,82,66,66.5807150595883,71.39869989165764
2,2,35,5,26,6,0,11,6,3,82,75,66.5807150595883,71.39869989165764
4,16,35,5,54,9,1,12,0,1,82,78,73.25925925925925,76.14814814814815
1,16,15,2,18,3,0,52,33,33,81,71,73.25925925925925,76.14814814814815
2,38,14,3,36,4,0,72,23,34,81,71,70.26510067114094,73.19127516778524
2,35,35,1,6,1,0,0,0,0,81,63,67.04629629629629,73.27777777777777
1,43,14,6,29,0,1,1,1,0,81,72,63.71052631578947,68.73684210526316
2,21,22,2,26,3,0,22,6,2,81,77,69.22543352601156,73.82658959537572
0,2,35,1,62,9,0,36,4,1,81,85,66.5807150595883,71.39869989165764
2,3,35,6,20,1,0,1,0,0,81,67,67.53865979381443,71.60309278350516
2,36,25,1,48,4,0,22,6,5,81,76,64.61184210526316,70.39473684210526
1,2,35,1,10,2,0,17,5,3,81,77,66.5807150595883,71.39869989165764
1,45,14,6,7,1,0,12,2,0,81,79,67.4431554524362,71.97679814385151
1,2,35,6,30,5,0,9,9,6,81,71,66.5807150595883,71.39869989165764
1,21,14,6,51,14,0,108,72,64,81,69,69.22543352601156,73.82658959537572
2,2,14,5,27,1,0,14,4,0,81,76,66.5807150595883,71.39869989165764
6,3,26,3,9,2,0,38,6,4,81,73,67.53865979381443,71.60309278350516
1,35,14,6,17,4,0,6,1,0,81,78,67.04629629629629,73.27777777777777
2,4,26,5,89,20,0,542,230,228,81,76,74.72,82.12
1,38,14,3,54,8,0,61,12,16,81,81,70.26510067114094,73.19127516778524
0,38,14,5,58,12,0,12,10,4,81,83,70.26510067114094,73.19127516778524
6,45,35,5,6,1,0,0,0,0,81,72,67.4431554524362,71.97679814385151
1,2,35,6,17,3,0,5,1,0,81,75,66.5807150595883,71.39869989165764
2,2,35,6,7,2,0,0,0,0,81,48,66.5807150595883,71.39869989165764
0,5,14,6,57,7,0,21,0,1,81,84,67.22970297029703,71.65544554455445
1,5,14,6,6,1,0,7,0,0,81,77,67.22970297029703,71.65544554455445
6,2,35,5,11,1,0,4,1,1,81,78,66.5807150595883,71.39869989165764
1,2,35,6,13,2,0,13,1,1,81,78,66.5807150595883,71.39869989165764
1,2,14,2,14,2,0,11,2,0,81,85,66.5807150595883,71.39869989165764
0,5,14,3,15,4,0,10,2,1,81,82,67.22970297029703,71.65544554455445
2,5,35,3,14,6,0,5,1,1,81,79,67.22970297029703,71.65544554455445
1,2,14,6,6,1,0,1,1,0,81,74,66.5807150595883,71.39869989165764
1,49,15,6,11,1,0,13,1,2,81,75,75.0,81.0
1,21,15,1,16,3,0,35,7,6,81,79,69.22543352601156,73.82658959537572
0,38,14,2,44,12,0,20,4,1,81,84,70.26510067114094,73.19127516778524
2,3,35,3,11,1,0,9,4,0,81,76,67.53865979381443,71.60309278350516
4,38,35,5,23,3,0,4,1,0,80,84,70.26510067114094,73.19127516778524
6,2,35,2,56,8,0,14,1,4,80,78,66.5807150595883,71.39869989165764
5,2,35,5,7,2,0,4,1,0,80,85,66.5807150595883,71.39869989165764
6,2,35,1,8,2,0,1,0,0,80,73,66.5807150595883,71.39869989165764
6,3,35,3,15,2,0,3,0,0,80,80,67.53865979381443,71.60309278350516
1,2,14,6,7,1,0,0,2,0,80,75,66.5807150595883,71.39869989165764
1,38,14,6,54,13,0,63,23,20,80,78,70.26510067114094,73.19127516778524
1,44,35,1,38,9,0,8,3,21,80,52,59.140969162995596,72.21585903083701
6,5,35,6,8,0,0,0,0,0,80,57,67.22970297029703,71.65544554455445
0,35,35,1,24,2,0,1,1,0,80,79,67.04629629629629,73.27777777777777
6,2,35,1,9,4,0,4,2,2,80,65,66.5807150595883,71.39869989165764
6,5,35,3,11,1,1,3,2,2,80,61,67.22970297029703,71.65544554455445
1,3,14,5,41,8,0,29,15,4,80,77,67.53865979381443,71.60309278350516
5,21,14,5,48,14,0,67,9,5,80,79,69.22543352601156,73.82658959537572
1,2,35,6,28,5,0,5,2,4,80,71,66.5807150595883,71.39869989165764
6,2,35,5,9,3,0,8,2,0,80,84,66.5807150595883,71.39869989165764
2,2,35,3,8,2,0,3,2,3,80,70,66.5807150595883,71.39869989165764
2,45,35,3,17,1,0,3,0,0,80,71,67.4431554524362,71.97679814385151
1,2,35,3,5,3,0,7,0,7,80,69,66.5807150595883,71.39869989165764
1,21,35,6,23,6,0,13,2,2,80,78,69.22543352601156,73.82658959537572
2,38,35,5,9,2,0,11,2,0,80,77,70.26510067114094,73.19127516778524
1,35,14,6,5,3,0,13,0,4,80,87,67.04629629629629,73.27777777777777
2,2,35,1,8,1,0,3,0,0,80,75,66.5807150595883,71.39869989165764
1,3,14,6,6,1,0,1,2,0,80,75,67.53865979381443,71.60309278350516
6,2,35,5,11,5,0,9,6,2,80,74,66.5807150595883,71.39869989165764
6,41,18,3,27,6,0,86,32,27,80,69,67.64285714285714,70.10714285714286
1,2,14,4,13,2,0,9,0,1,80,77,66.5807150595883,71.39869989165764
1,5,14,6,22,3,0,7,1,1,80,76,67.22970297029703,71.65544554455445
2,2,35,2,20,1,0,3,1,0,80,67,66.5807150595883,71.39869989165764
1,45,35,1,9,2,0,0,0,0,80,62,67.4431554524362,71.97679814385151
2,41,22,3,50,12,1,373,122,124,80,70,67.64285714285714,70.10714285714286
2,2,35,2,12,2,0,3,1,0,80,72,66.5807150595883,71.39869989165764
2,2,35,3,7,2,0,3,0,2,80,66,66.5807150595883,71.39869989165764
2,2,14,5,52,10,0,39,12,2,80,81,66.5807150595883,71.39869989165764
2,2,24,5,16,2,0,11,3,4,80,56,66.5807150595883,71.39869989165764
6,45,35,5,5,2,0,3,2,0,80,69,67.4431554524362,71.97679814385151
2,2,35,2,41,8,0,2,0,1,79,53,66.5807150595883,71.39869989165764
1,39,15,6,9,1,0,4,2,0,79,76,68.84482758620689,73.03448275862068
6,2,35,2,5,2,0,1,3,1,79,62,66.5807150595883,71.39869989165764
6,2,35,5,5,3,0,1,0,0,79,83,66.5807150595883,71.39869989165764
2,3,35,5,7,3,0,12,1,0,79,76,67.53865979381443,71.60309278350516
5,2,35,5,6,3,0,0,0,2,79,64,66.5807150595883,71.39869989165764
2,38,35,5,18,3,0,11,3,0,79,76,70.26510067114094,73.19127516778524
1,38,35,3,12,3,0,12,7,8,79,66,70.26510067114094,73.19127516778524
2,5,35,2,8,2,0,3,0,0,79,69,67.22970297029703,71.65544554455445
1,5,14,6,5,2,0,1,1,1,79,73,67.22970297029703,71.65544554455445
1,3,35,3,28,5,0,5,5,1,79,83,67.53865979381443,71.60309278350516
1,41,35,3,24,9,0,133,72,131,79,60,67.64285714285714,70.10714285714286
2,2,32,5,46,14,0,38,10,5,79,80,66.5807150595883,71.39869989165764
1,5,14,6,8,5,0,2,0,0,79,73,67.22970297029703,71.65544554455445
6,3,35,6,5,2,0,1,0,2,79,67,67.53865979381443,71.60309278350516
2,45,16,5,8,1,0,4,9,8,79,68,67.4431554524362,71.97679814385151
1,38,35,6,18,4,0,9,1,1,79,74,70.26510067114094,73.19127516778524
1,36,35,1,10,3,0,4,2,2,79,71,64.61184210526316,70.39473684210526
2,2,17,5,45,10,0,45,5,4,79,82,66.5807150595883,71.39869989165764
4,38,6,2,18,7,0,2,0,0,79,80,70.26510067114094,73.19127516778524
1,3,35,6,7,0,0,2,2,5,79,57,67.53865979381443,71.60309278350516
2,2,35,1,14,5,0,1,2,0,79,71,66.5807150595883,71.39869989165764
2,39,26,3,52,11,0,24,9,4,79,78,68.84482758620689,73.03448275862068
1,2,14,6,6,1,0,0,2,0,79,76,66.5807150595883,71.39869989165764
1,45,35,2,41,11,0,27,15,9,79,79,67.4431554524362,71.97679814385151
1,35,14,6,6,2,0,4,1,0,79,78,67.04629629629629,73.27777777777777
1,2,35,5,8,4,0,1,0,1,79,71,66.5807150595883,71.39869989165764
6,36,35,1,8,1,0,0,1,0,79,74,64.61184210526316,70.39473684210526
2,44,6,5,31,7,0,18,20,30,79,58,59.140969162995596,72.21585903083701
5,2,35,2,6,1,0,1,0,0,79,72,66.5807150595883,71.39869989165764
1,2,15,6,45,16,0,51,24,7,78,81,66.5807150595883,71.39869989165764
6,2,35,3,10,3,0,1,1,2,78,63,66.5807150595883,71.39869989165764
6,45,35,3,14,5,0,1,0,2,78,76,67.4431554524362,71.97679814385151
1,38,14,6,15,2,0,2,0,1,78,73,70.26510067114094,73.19127516778524
1,36,35,1,5,3,0,3,0,0,78,77,64.61184210526316,70.39473684210526
6,5,35,3,7,3,0,9,3,4,78,72,67.22970297029703,71.65544554455445
1,2,14,6,7,3,0,0,0,0,78,70,66.5807150595883,71.39869989165764
2,44,17,2,20,6,0,9,13,23,78,56,59.140969162995596,72.21585903083701
1,43,35,5,9,4,0,3,6,6,78,58,63.71052631578947,68.73684210526316
1,45,35,6,46,10,1,79,33,27,78,80,67.4431554524362,71.97679814385151
2,5,35,2,5,2,0,1,1,0,78,51,67.22970297029703,71.65544554455445
2,2,14,5,15,7,0,6,3,3,78,73,66.5807150595883,71.39869989165764
2,2,35,1,18,6,0,12,5,0,78,78,66.5807150595883,71.39869989165764
2,45,15,5,27,6,0,6,3,1,78,75,67.4431554524362,71.97679814385151
1,2,14,6,5,2,0,6,1,0,78,83,66.5807150595883,71.39869989165764
1,5,14,6,6,2,0,4,0,2,78,79,67.22970297029703,71.65544554455445
6,2,35,2,11,3,0,4,0,0,78,52,66.5807150595883,71.39869989165764
